source,id,id_raw,tier_raw,tier,seq,title,description
asvs_v4.0.1,asvs_v4.0.1:12.5.1,12.5.1,Item,1,1,,"Verify that the web tier is configured to serve only files with specific file extensions to prevent unintentional information and source code leakage. For example, backup files (e.g. .bak), temporary working files (e.g. .swp), compressed files (.zip, .tar.gz, etc) and other extensions commonly used by editors should be blocked unless required."
asvs_v4.0.1,asvs_v4.0.1:12.5.2,12.5.2,Item,1,2,,Verify that direct requests to uploaded files will never be executed as HTML/JavaScript content.
asvs_v4.0.1,asvs_v4.0.1:12.6.1,12.6.1,Item,1,1,,Verify that the web or application server is configured with a whitelist of resources or systems to which the server can send requests or load data/files from.
asvs_v4.0.1,asvs_v4.0.1:13.1.1,13.1.1,Item,1,1,,Verify that all application components use the same encodings and parsers to avoid parsing attacks that exploit different URI or file parsing behavior that could be used in SSRF and RFI attacks.
asvs_v4.0.1,asvs_v4.0.1:13.1.2,13.1.2,Item,1,2,,Verify that access to administration and management functions is limited to authorized administrators.
asvs_v4.0.1,asvs_v4.0.1:13.1.3,13.1.3,Item,1,3,,"Verify API URLs do not expose sensitive information, such as the API key, session tokens etc."
asvs_v4.0.1,asvs_v4.0.1:13.1.4,13.1.4,Item,1,4,,"Verify that authorization decisions are made at both the URI, enforced by programmatic or declarative security at the controller or router, and at the resource level, enforced by model-based permissions."
asvs_v4.0.1,asvs_v4.0.1:13.1.5,13.1.5,Item,1,5,,Verify that requests containing unexpected or missing content types are rejected with appropriate headers (HTTP response status 406 Unacceptable or 415 Unsupported Media Type).
asvs_v4.0.1,asvs_v4.0.1:13.2.1,13.2.1,Item,1,1,,"Verify that enabled RESTful HTTP methods are a valid choice for the user or action, such as preventing normal users using DELETE or PUT on protected API or resources."
asvs_v4.0.1,asvs_v4.0.1:13.2.2,13.2.2,Item,1,2,,Verify that JSON schema validation is in place and verified before accepting input.
asvs_v4.0.1,asvs_v4.0.1:13.2.3,13.2.3,Item,1,3,,"Verify that RESTful web services that utilize cookies are protected from Cross-Site Request Forgery via the use of at least one or more of the following: triple or double submit cookie pattern (see [references](https://www.owasp.org/index.php/Cross-Site_Request_Forgery_(CSRF)_Prevention_Cheat_Sheet)), CSRF nonces, or ORIGIN request header checks."
asvs_v4.0.1,asvs_v4.0.1:13.2.4,13.2.4,Item,1,4,,"Verify that REST services have anti-automation controls to protect against excessive calls, especially if the API is unauthenticated."
asvs_v4.0.1,asvs_v4.0.1:13.2.5,13.2.5,Item,1,5,,"Verify that REST services explicitly check the incoming Content-Type to be the expected one, such as application/xml or application/JSON."
asvs_v4.0.1,asvs_v4.0.1:13.2.6,13.2.6,Item,1,6,,Verify that the message headers and payload are trustworthy and not modified in transit. Requiring strong encryption for transport (TLS only) may be sufficient in many cases as it provides both confidentiality and integrity protection. Per-message digital signatures can provide additional assurance on top of the transport protections for high-security applications but bring with them additional complexity and risks to weigh against the benefits.
asvs_v4.0.1,asvs_v4.0.1:13.3.1,13.3.1,Item,1,1,,"Verify that XSD schema validation takes place to ensure a properly formed XML document, followed by validation of each input field before any processing of that data takes place."
asvs_v4.0.1,asvs_v4.0.1:13.3.2,13.3.2,Item,1,2,,Verify that the message payload is signed using WS-Security to ensure reliable transport between client and service.
asvs_v4.0.1,asvs_v4.0.1:13.4.1,13.4.1,Item,1,1,,"Verify that query whitelisting or a combination of depth limiting and amount limiting should be used to prevent GraphQL or data layer expression denial of service (DoS) as a result of expensive, nested queries. For more advanced scenarios, query cost analysis should be used."
asvs_v4.0.1,asvs_v4.0.1:13.4.2,13.4.2,Item,1,2,,Verify that GraphQL or other data layer authorization logic should be implemented at the business logic layer instead of the GraphQL layer.
asvs_v4.0.1,asvs_v4.0.1:14.1.1,14.1.1,Item,1,1,,"Verify that the application build and deployment processes are performed in a secure and repeatable way, such as CI / CD automation, automated configuration management, and automated deployment scripts."
asvs_v4.0.1,asvs_v4.0.1:14.1.2,14.1.2,Item,1,2,,"Verify that compiler flags are configured to enable all available buffer overflow protections and warnings, including stack randomization, data execution prevention, and to break the build if an unsafe pointer, memory, format string, integer, or string operations are found."
asvs_v4.0.1,asvs_v4.0.1:14.1.3,14.1.3,Item,1,3,,Verify that server configuration is hardened as per the recommendations of the application server and frameworks in use.
asvs_v4.0.1,asvs_v4.0.1:14.1.4,14.1.4,Item,1,4,,"Verify that the application, configuration, and all dependencies can be re-deployed using automated deployment scripts, built from a documented and tested runbook in a reasonable time, or restored from backups in a timely fashion."
asvs_v4.0.1,asvs_v4.0.1:14.1.5,14.1.5,Item,1,5,,Verify that authorized administrators can verify the integrity of all security-relevant configurations to detect tampering.
asvs_v4.0.1,asvs_v4.0.1:14.2.1,14.2.1,Item,1,1,,"Verify that all components are up to date, preferably using a dependency checker during build or compile time. ([C2](https://www.owasp.org/index.php/OWASP_Proactive_Controls#tab=Formal_Numbering))"
asvs_v4.0.1,asvs_v4.0.1:14.2.2,14.2.2,Item,1,2,,"Verify that all unneeded features, documentation, samples, configurations are removed, such as sample applications, platform documentation, and default or example users."
asvs_v4.0.1,asvs_v4.0.1:14.2.3,14.2.3,Item,1,3,,"Verify that if application assets, such as JavaScript libraries, CSS stylesheets or web fonts, are hosted externally on a content delivery network (CDN) or external provider, Subresource Integrity (SRI) is used to validate the integrity of the asset."
asvs_v4.0.1,asvs_v4.0.1:14.2.4,14.2.4,Item,1,4,,"Verify that third party components come from pre-defined, trusted and continually maintained repositories. ([C2](https://www.owasp.org/index.php/OWASP_Proactive_Controls#tab=Formal_Numbering))"
asvs_v4.0.1,asvs_v4.0.1:14.2.5,14.2.5,Item,1,5,,Verify that an inventory catalog is maintained of all third party libraries in use. ([C2](https://www.owasp.org/index.php/OWASP_Proactive_Controls#tab=Formal_Numbering))
asvs_v4.0.1,asvs_v4.0.1:14.2.6,14.2.6,Item,1,6,,Verify that the attack surface is reduced by sandboxing or encapsulating third party libraries to expose only the required behaviour into the application. ([C2](https://www.owasp.org/index.php/OWASP_Proactive_Controls#tab=Formal_Numbering))
asvs_v4.0.1,asvs_v4.0.1:14.3.1,14.3.1,Item,1,1,,"Verify that web or application server and framework error messages are configured to deliver user actionable, customized responses to eliminate any unintended security disclosures."
asvs_v4.0.1,asvs_v4.0.1:14.3.2,14.3.2,Item,1,2,,"Verify that web or application server and application framework debug modes are disabled in production to eliminate debug features, developer consoles, and unintended security disclosures."
asvs_v4.0.1,asvs_v4.0.1:14.3.3,14.3.3,Item,1,3,,Verify that the HTTP headers or any part of the HTTP response do not expose detailed version information of system components.
asvs_v4.0.1,asvs_v4.0.1:14.4.1,14.4.1,Item,1,1,,"Verify that every HTTP response contains a content type header specifying a safe character set (e.g., UTF-8, ISO 8859-1)."
asvs_v4.0.1,asvs_v4.0.1:14.4.2,14.4.2,Item,1,2,,"Verify that all API responses contain Content-Disposition: attachment; filename=""api.json"" (or other appropriate filename for the content type)."
asvs_v4.0.1,asvs_v4.0.1:14.4.3,14.4.3,Item,1,3,,"Verify that a content security policy (CSPv2) is in place that helps mitigate impact for XSS attacks like HTML, DOM, JSON, and JavaScript injection vulnerabilities."
asvs_v4.0.1,asvs_v4.0.1:14.4.4,14.4.4,Item,1,4,,Verify that all responses contain X-Content-Type-Options: nosniff.
asvs_v4.0.1,asvs_v4.0.1:14.4.5,14.4.5,Item,1,5,,"Verify that HTTP Strict Transport Security headers are included on all responses and for all subdomains, such as Strict-Transport-Security: max-age=15724800; includeSubdomains."
asvs_v4.0.1,asvs_v4.0.1:14.4.6,14.4.6,Item,1,6,,"Verify that a suitable ""Referrer-Policy"" header is included, such as ""no-referrer"" or ""same-origin""."
asvs_v4.0.1,asvs_v4.0.1:14.4.7,14.4.7,Item,1,7,,Verify that a suitable X-Frame-Options or Content-Security-Policy: frame-ancestors header is in use for sites where content should not be embedded in a third-party site.
asvs_v4.0.1,asvs_v4.0.1:14.5.1,14.5.1,Item,1,1,,"Verify that the application server only accepts the HTTP methods in use by the application or API, including pre-flight OPTIONS."
asvs_v4.0.1,asvs_v4.0.1:14.5.2,14.5.2,Item,1,2,,"Verify that the supplied Origin header is not used for authentication or access control decisions, as the Origin header can easily be changed by an attacker."
asvs_v4.0.1,asvs_v4.0.1:14.5.3,14.5.3,Item,1,3,,"Verify that the cross-domain resource sharing (CORS) Access-Control-Allow-Origin header uses a strict white-list of trusted domains to match against and does not support the ""null"" origin."
asvs_v4.0.1,asvs_v4.0.1:14.5.4,14.5.4,Item,1,4,,"Verify that HTTP headers added by a trusted proxy or SSO devices, such as a bearer token, are authenticated by the application."
fsscc_profile_v1.0,fsscc_profile_v1.0:gv,GV,Function,0,1,Governance,
fsscc_profile_v1.0,fsscc_profile_v1.0:id,ID,Function,0,2,Identify,
fsscc_profile_v1.0,fsscc_profile_v1.0:pr,PR,Function,0,3,Protect,
fsscc_profile_v1.0,fsscc_profile_v1.0:de,DE,Function,0,4,Detect,
fsscc_profile_v1.0,fsscc_profile_v1.0:rs,RS,Function,0,5,Respond,
fsscc_profile_v1.0,fsscc_profile_v1.0:rc,RC,Function,0,6,Recover,
fsscc_profile_v1.0,fsscc_profile_v1.0:dm,DM,Function,0,7,Supply chain / dependency management,
fsscc_profile_v1.0,fsscc_profile_v1.0:gv.sf,GV.SF,Category,1,1,Strategy and Framework,The organization has a cyber risk management framework that is reviewed and approved by the Board and is informed by the organization's risk tolerances and its role in critical infrastructure.
fsscc_profile_v1.0,fsscc_profile_v1.0:gv.rm,GV.RM,Category,1,2,Risk Management,"The organization’s priorities, constraints, risk tolerances, and assumptions are established and used to support operational risk decisions."
fsscc_profile_v1.0,fsscc_profile_v1.0:gv.pl,GV.PL,Category,1,3,Policy,The organization has established a security policy in support of its cyber risk management framework.
fsscc_profile_v1.0,fsscc_profile_v1.0:gv.rr,GV.RR,Category,1,4,Roles and Responsibilities,"The organization has designated appropriate roles and responsibilities, including an individual responsible for cybersecurity for the organization."
fsscc_profile_v1.0,fsscc_profile_v1.0:gv.sp,GV.SP,Category,1,5,Security Program,The organization has a cybersecurity program that is continually measured and improved.
fsscc_profile_v1.0,fsscc_profile_v1.0:gv.ir,GV.IR,Category,1,6,Independent Risk Management Function,The organization has an independent risk management function.
fsscc_profile_v1.0,fsscc_profile_v1.0:gv.au,GV.AU,Category,1,7,Audit,The organization has an independent audit function to provide for appropriate oversight of the cybersecurity program.
fsscc_profile_v1.0,fsscc_profile_v1.0:gv.te,GV.TE,Category,1,8,Technology,"The organization integrates cyber risk considerations into new technology development, design, implementation, and adoption."
fsscc_profile_v1.0,fsscc_profile_v1.0:id.am,ID.AM,Category,1,9,Asset Management,"The data, personnel, devices, systems, and facilities that enable the organization to achieve business purposes are identified and managed consistent with their relative importance to organizational objectives and the organization’s risk strategy."
fsscc_profile_v1.0,fsscc_profile_v1.0:id.ra,ID.RA,Category,1,10,Risk Assessment,"The organization understands the cybersecurity risk to organizational operations (including mission, functions, image, or reputation), organizational assets, and individuals."
fsscc_profile_v1.0,fsscc_profile_v1.0:pr.ac,PR.AC,Category,1,11,Identity Management and Access Control,"Access to physical and logical assets and associated facilities is limited to authorized users, processes, and devices, and is managed consistent with the assessed risk of unauthorized access to authorized activities and transactions."
fsscc_profile_v1.0,fsscc_profile_v1.0:pr.at,PR.AT,Category,1,12,Awareness and Training,"The organization’s personnel and partners are provided cybersecurity awareness education and are adequately trained to perform their information security-related duties and responsibilities consistent with related policies, procedures, and agreements."
fsscc_profile_v1.0,fsscc_profile_v1.0:pr.ds,PR.DS,Category,1,13,Data Security,"Information and records (data) are managed consistent with the organization’s risk strategy to protect the confidentiality, integrity, and availability of information."
